willis goldsmith,0.6976981351981353,Word,Year,Filename
carter phillips,0.0,FEDERAL,1998,1998_FEDERAL28.wav
carter phillips,0.0,FEDERAL,1998,1998_FEDERAL29.wav
carter phillips,0.0,HONOR,1998,1998_HONOR6.wav
carter phillips,0.0,ISSUE,1998,1998_ISSUE7.wav
carter phillips,0.0,ARGUMENT,1998,1998_ARGUMENT8.wav
carter phillips,0.0,ARGUMENT,1998,1998_ARGUMENT9.wav
carter phillips,0.0,JUSTICE,1998,1998_JUSTICE6.wav
carter phillips,0.0,JUSTICE,1998,1998_JUSTICE7.wav
carter phillips,0.0,ISSUE,1998,1998_ISSUE8.wav
carter phillips,0.0,FEDERAL,1998,1998_FEDERAL30.wav
carter phillips,0.0,EVIDENCE,1998,1998_EVIDENCE7.wav
carter phillips,0.0,FEDERAL,1998,1998_FEDERAL31.wav
carter phillips,0.0,FEDERAL,1998,1998_FEDERAL32.wav
carter phillips,0.0,ARGUMENT,1998,1998_ARGUMENT10.wav
carter phillips,0.0,JUSTICE,1998,1998_JUSTICE8.wav
carter phillips,0.0,ISSUE,1998,1998_ISSUE9.wav
carter phillips,0.0,JUSTICE,1998,1998_JUSTICE9.wav
carter phillips,0.0,ISSUE,1998,1998_ISSUE10.wav
carter phillips,0.0,ISSUE,1998,1998_ISSUE11.wav
carter phillips,0.0,JUSTICE,1998,1998_JUSTICE10.wav
carter phillips,0.0,ISSUE,1998,1998_ISSUE12.wav
carter phillips,0.0,JUSTICE,1998,1998_JUSTICE11.wav
carter phillips,0.0,HONOR,1998,1998_HONOR7.wav
carter phillips,0.0,ISSUE,1998,1998_ISSUE13.wav
carter phillips,0.0,FEDERAL,1998,1998_FEDERAL33.wav
carter phillips,0.0,JUSTICE,1998,1998_JUSTICE12.wav
carter phillips,0.0,JUSTICE,1998,1998_JUSTICE13.wav
carter phillips,0.0,FEDERAL,1998,1998_FEDERAL34.wav
carter phillips,0.0,FEDERAL,1998,1998_FEDERAL35.wav
carter phillips,0.0,JUSTICE,1998,1998_JUSTICE14.wav
carter phillips,0.0,FEDERAL,1998,1998_FEDERAL36.wav
carter phillips,0.0,FEDERAL,1998,1998_FEDERAL37.wav
carter phillips,0.0,FEDERAL,1998,1998_FEDERAL38.wav
carter phillips,0.0,CONGRESS,1998,1998_CONGRESS1.wav
carter phillips,0.0,FEDERAL,1998,1998_FEDERAL39.wav
carter phillips,0.0,JUSTICE,1998,1998_JUSTICE15.wav
carter phillips,0.0,JUSTICE,1998,1998_JUSTICE16.wav
carter phillips,0.0,FEDERAL,1998,1998_FEDERAL40.wav
carter phillips,0.0,GOVERNMENT,1998,1998_GOVERNMENT4.wav
carter phillips,0.0,FEDERAL,1998,1998_FEDERAL41.wav
carter phillips,0.0,JUSTICE,1998,1998_JUSTICE17.wav
carter phillips,0.0,ARGUMENT,1998,1998_ARGUMENT11.wav
carter phillips,0.0,ARGUMENT,1998,1998_ARGUMENT12.wav
carter phillips,0.0,FEDERAL,1998,1998_FEDERAL42.wav
carter phillips,0.0,ARGUMENT,1998,1998_ARGUMENT13.wav
carter phillips,0.0,ISSUE,1998,1998_ISSUE14.wav
carter phillips,0.0,ISSUE,1998,1998_ISSUE15.wav
carter phillips,0.0,ISSUE,1998,1998_ISSUE16.wav
carter phillips,0.0,FEDERAL,1998,1998_FEDERAL43.wav
carter phillips,0.0,ISSUE,1998,1998_ISSUE17.wav
anthony kennedy,Non,FEDERAL,1998,1998_FEDERAL44.wav
anthony kennedy,Non,SCIENCE,1998,1998_SCIENCE0.wav
ruth ginsburg,Non,EVIDENCE,1998,1998_EVIDENCE8.wav
ruth ginsburg,Non,FEDERAL,1998,1998_FEDERAL45.wav
ruth ginsburg,Non,FEDERAL,1998,1998_FEDERAL46.wav
edwin kneedler,Non,JUSTICE,1998,1998_JUSTICE18.wav
edwin kneedler,Non,FEDERAL,1998,1998_FEDERAL47.wav
edwin kneedler,Non,ISSUE,1998,1998_ISSUE18.wav
edwin kneedler,Non,ARGUMENT,1998,1998_ARGUMENT14.wav
edwin kneedler,Non,ISSUE,1998,1998_ISSUE19.wav
edwin kneedler,Non,JUSTICE,1998,1998_JUSTICE19.wav
edwin kneedler,Non,ISSUE,1998,1998_ISSUE20.wav
edwin kneedler,Non,FEDERAL,1998,1998_FEDERAL48.wav
edwin kneedler,Non,FEDERAL,1998,1998_FEDERAL49.wav
edwin kneedler,Non,FEDERAL,1998,1998_FEDERAL50.wav
edwin kneedler,Non,CONGRESS,1998,1998_CONGRESS2.wav
edwin kneedler,Non,FEDERAL,1998,1998_FEDERAL51.wav
edwin kneedler,Non,JUSTICE,1998,1998_JUSTICE20.wav
edwin kneedler,Non,FEDERAL,1998,1998_FEDERAL52.wav
edwin kneedler,Non,FEDERAL,1998,1998_FEDERAL53.wav
edwin kneedler,Non,FEDERAL,1998,1998_FEDERAL54.wav
stephen breyer,Non,ARGUMENT,1998,1998_ARGUMENT15.wav
stephen breyer,Non,ISSUE,1998,1998_ISSUE21.wav
stephen breyer,Non,FEDERAL,1998,1998_FEDERAL55.wav
william rehnquist,Non,ARGUMENT,1998,1998_ARGUMENT16.wav
beth brinkmann,0.0,HONOR,1998,1998_HONOR8.wav
beth brinkmann,0.0,HONOR,1998,1998_HONOR9.wav
beth brinkmann,0.0,CONGRESS,1998,1998_CONGRESS3.wav
beth brinkmann,0.0,CONGRESS,1998,1998_CONGRESS4.wav
beth brinkmann,0.0,ISSUE,1998,1998_ISSUE22.wav
beth brinkmann,0.0,HONOR,1998,1998_HONOR10.wav
beth brinkmann,0.0,HONOR,1998,1998_HONOR11.wav
beth brinkmann,0.0,HONOR,1998,1998_HONOR12.wav
beth brinkmann,0.0,CONGRESS,1998,1998_CONGRESS5.wav
beth brinkmann,0.0,HONOR,1998,1998_HONOR13.wav
beth brinkmann,0.0,FEDERAL,1998,1998_FEDERAL56.wav
beth brinkmann,0.0,FEDERAL,1998,1998_FEDERAL57.wav
beth brinkmann,0.0,HONOR,1998,1998_HONOR14.wav
beth brinkmann,0.0,HONOR,1998,1998_HONOR15.wav
beth brinkmann,0.0,HONOR,1998,1998_HONOR16.wav
beth brinkmann,0.0,HONOR,1998,1998_HONOR17.wav
beth brinkmann,0.0,HONOR,1998,1998_HONOR18.wav
beth brinkmann,0.0,HONOR,1998,1998_HONOR19.wav
beth brinkmann,0.0,HONOR,1998,1998_HONOR20.wav
beth brinkmann,0.0,HONOR,1998,1998_HONOR21.wav
sandra oconnor,Non,GOVERNMENT,1998,1998_GOVERNMENT5.wav
sandra oconnor,Non,FEDERAL,1998,1998_FEDERAL58.wav
sandra oconnor,Non,GOVERNMENT,1998,1998_GOVERNMENT6.wav
sandra oconnor,Non,JUSTICE,1998,1998_JUSTICE21.wav
sandra oconnor,Non,ARGUMENT,1998,1998_ARGUMENT17.wav
sandra oconnor,Non,FEDERAL,1998,1998_FEDERAL59.wav
david souter,Non,FEDERAL,1998,1998_FEDERAL60.wav
david souter,Non,ISSUE,1998,1998_ISSUE23.wav
david souter,Non,EVIDENCE,1998,1998_EVIDENCE9.wav
antonin scalia,Non,CONGRESS,1998,1998_CONGRESS6.wav
susan seitz,Non,JUSTICE,1998,1998_JUSTICE22.wav
susan seitz,Non,FEDERAL,1998,1998_FEDERAL61.wav
susan seitz,Non,ISSUE,1998,1998_ISSUE24.wav
susan seitz,Non,JUSTICE,1998,1998_JUSTICE23.wav
susan seitz,Non,JUSTICE,1998,1998_JUSTICE24.wav
susan seitz,Non,HONOR,1998,1998_HONOR22.wav
susan seitz,Non,JUSTICE,1998,1998_JUSTICE25.wav
susan seitz,Non,HONOR,1998,1998_HONOR23.wav
susan seitz,Non,HONOR,1998,1998_HONOR24.wav
susan seitz,Non,HONOR,1998,1998_HONOR25.wav
susan seitz,Non,HONOR,1998,1998_HONOR26.wav
susan seitz,Non,HONOR,1998,1998_HONOR27.wav
susan seitz,Non,HONOR,1998,1998_HONOR28.wav
susan seitz,Non,JUSTICE,1998,1998_JUSTICE26.wav
susan seitz,Non,ISSUE,1998,1998_ISSUE25.wav
susan seitz,Non,HONOR,1998,1998_HONOR29.wav
susan seitz,Non,HONOR,1998,1998_HONOR30.wav
susan seitz,Non,JUSTICE,1998,1998_JUSTICE27.wav
susan seitz,Non,JUSTICE,1998,1998_JUSTICE28.wav
susan seitz,Non,JUSTICE,1998,1998_JUSTICE29.wav
susan seitz,Non,CONGRESS,1998,1998_CONGRESS7.wav
susan seitz,Non,CONGRESS,1998,1998_CONGRESS8.wav
susan seitz,Non,CONGRESS,1998,1998_CONGRESS9.wav
susan seitz,Non,HONOR,1998,1998_HONOR31.wav
susan seitz,Non,JUSTICE,1998,1998_JUSTICE30.wav
susan seitz,Non,JUSTICE,1998,1998_JUSTICE31.wav
susan seitz,Non,JUSTICE,1998,1998_JUSTICE32.wav
susan seitz,Non,HONOR,1998,1998_HONOR32.wav
susan seitz,Non,HONOR,1998,1998_HONOR33.wav
susan seitz,Non,HONOR,1998,1998_HONOR34.wav
susan seitz,Non,JUSTICE,1998,1998_JUSTICE33.wav
susan seitz,Non,HONOR,1998,1998_HONOR35.wav
susan seitz,Non,HONOR,1998,1998_HONOR36.wav
susan seitz,Non,ARGUMENT,1998,1998_ARGUMENT18.wav
susan seitz,Non,CONGRESS,1998,1998_CONGRESS10.wav
susan seitz,Non,JUSTICE,1998,1998_JUSTICE34.wav
susan seitz,Non,HONOR,1998,1998_HONOR37.wav
susan seitz,Non,HONOR,1998,1998_HONOR38.wav
susan seitz,Non,JUSTICE,1998,1998_JUSTICE35.wav
susan seitz,Non,JUSTICE,1998,1998_JUSTICE36.wav
susan seitz,Non,FEDERAL,1998,1998_FEDERAL62.wav
susan seitz,Non,CONGRESS,1998,1998_CONGRESS11.wav
susan seitz,Non,FEDERAL,1998,1998_FEDERAL63.wav
susan seitz,Non,JUSTICE,1998,1998_JUSTICE37.wav
douglas oelschlaeger,Non,JUSTICE,1998,1998_JUSTICE38.wav
douglas oelschlaeger,Non,ISSUE,1998,1998_ISSUE26.wav
douglas oelschlaeger,Non,JUSTICE,1998,1998_JUSTICE39.wav
douglas oelschlaeger,Non,CONGRESS,1998,1998_CONGRESS12.wav
douglas oelschlaeger,Non,CONGRESS,1998,1998_CONGRESS13.wav
douglas oelschlaeger,Non,JUSTICE,1998,1998_JUSTICE40.wav
douglas oelschlaeger,Non,HONOR,1998,1998_HONOR39.wav
douglas oelschlaeger,Non,JUSTICE,1998,1998_JUSTICE41.wav
douglas oelschlaeger,Non,HONOR,1998,1998_HONOR40.wav
douglas oelschlaeger,Non,CONGRESS,1998,1998_CONGRESS14.wav
douglas oelschlaeger,Non,HONOR,1998,1998_HONOR41.wav
douglas oelschlaeger,Non,ISSUE,1998,1998_ISSUE27.wav
douglas oelschlaeger,Non,JUSTICE,1998,1998_JUSTICE42.wav
douglas oelschlaeger,Non,ARGUMENT,1998,1998_ARGUMENT19.wav
douglas oelschlaeger,Non,ISSUE,1998,1998_ISSUE28.wav
douglas oelschlaeger,Non,HONOR,1998,1998_HONOR42.wav
douglas oelschlaeger,Non,HONOR,1998,1998_HONOR43.wav
douglas oelschlaeger,Non,HONOR,1998,1998_HONOR44.wav
douglas oelschlaeger,Non,JUSTICE,1998,1998_JUSTICE43.wav
douglas oelschlaeger,Non,CONGRESS,1998,1998_CONGRESS15.wav
douglas oelschlaeger,Non,HONOR,1998,1998_HONOR45.wav
douglas oelschlaeger,Non,HONOR,1998,1998_HONOR46.wav
douglas oelschlaeger,Non,HONOR,1998,1998_HONOR47.wav
douglas oelschlaeger,Non,HONOR,1998,1998_HONOR48.wav
ruth ginsburg,Non,JUSTICE,1998,1998_JUSTICE44.wav
ruth ginsburg,Non,ARGUMENT,1998,1998_ARGUMENT20.wav
ruth ginsburg,Non,CONGRESS,1998,1998_CONGRESS16.wav
ruth ginsburg,Non,ARGUMENT,1998,1998_ARGUMENT21.wav
ruth ginsburg,Non,JUSTICE,1998,1998_JUSTICE45.wav
stephen breyer,Non,CONGRESS,1998,1998_CONGRESS17.wav
william rehnquist,Non,ARGUMENT,1998,1998_ARGUMENT22.wav
william rehnquist,Non,JUSTICE,1998,1998_JUSTICE46.wav
william mallin,1.0,JUSTICE,1998,1998_JUSTICE47.wav
william mallin,1.0,GOVERNMENT,1998,1998_GOVERNMENT7.wav
william mallin,1.0,CONGRESS,1998,1998_CONGRESS18.wav
william mallin,1.0,CONGRESS,1998,1998_CONGRESS19.wav
william mallin,1.0,CONGRESS,1998,1998_CONGRESS20.wav
william mallin,1.0,HONOR,1998,1998_HONOR49.wav
william mallin,1.0,HONOR,1998,1998_HONOR50.wav
william mallin,1.0,ARGUMENT,1998,1998_ARGUMENT23.wav
william mallin,1.0,CONGRESS,1998,1998_CONGRESS21.wav
william mallin,1.0,CONGRESS,1998,1998_CONGRESS22.wav
william mallin,1.0,CONGRESS,1998,1998_CONGRESS23.wav
william mallin,1.0,CONGRESS,1998,1998_CONGRESS24.wav
william mallin,1.0,CONGRESS,1998,1998_CONGRESS25.wav
william mallin,1.0,CONGRESS,1998,1998_CONGRESS26.wav
william mallin,1.0,CONGRESS,1998,1998_CONGRESS27.wav
william mallin,1.0,JUSTICE,1998,1998_JUSTICE48.wav
william mallin,1.0,CONGRESS,1998,1998_CONGRESS28.wav
william mallin,1.0,CONGRESS,1998,1998_CONGRESS29.wav
william mallin,1.0,HONOR,1998,1998_HONOR51.wav
william mallin,1.0,CONGRESS,1998,1998_CONGRESS30.wav
william mallin,1.0,GOVERNMENT,1998,1998_GOVERNMENT8.wav
william mallin,1.0,GOVERNMENT,1998,1998_GOVERNMENT9.wav
william mallin,1.0,GOVERNMENT,1998,1998_GOVERNMENT10.wav
william mallin,1.0,GOVERNMENT,1998,1998_GOVERNMENT11.wav
william mallin,1.0,GOVERNMENT,1998,1998_GOVERNMENT12.wav
william mallin,1.0,GOVERNMENT,1998,1998_GOVERNMENT13.wav
william mallin,1.0,HONOR,1998,1998_HONOR52.wav
william mallin,1.0,ISSUE,1998,1998_ISSUE29.wav
william mallin,1.0,HONOR,1998,1998_HONOR53.wav
william mallin,1.0,HONOR,1998,1998_HONOR54.wav
william mallin,1.0,GOVERNMENT,1998,1998_GOVERNMENT14.wav
william mallin,1.0,CONGRESS,1998,1998_CONGRESS31.wav
william mallin,1.0,HONOR,1998,1998_HONOR55.wav
william mallin,1.0,ISSUE,1998,1998_ISSUE30.wav
william mallin,1.0,FEDERAL,1998,1998_FEDERAL64.wav
william mallin,1.0,GOVERNMENT,1998,1998_GOVERNMENT15.wav
william mallin,1.0,FEDERAL,1998,1998_FEDERAL65.wav
william mallin,1.0,GOVERNMENT,1998,1998_GOVERNMENT16.wav
william mallin,1.0,FEDERAL,1998,1998_FEDERAL66.wav
william mallin,1.0,GOVERNMENT,1998,1998_GOVERNMENT17.wav
william mallin,1.0,FEDERAL,1998,1998_FEDERAL67.wav
david souter,Non,GOVERNMENT,1998,1998_GOVERNMENT18.wav
david souter,Non,JUSTICE,1998,1998_JUSTICE49.wav
david souter,Non,JUSTICE,1998,1998_JUSTICE50.wav
david souter,Non,CONGRESS,1998,1998_CONGRESS32.wav
david souter,Non,GOVERNMENT,1998,1998_GOVERNMENT19.wav
david souter,Non,GOVERNMENT,1998,1998_GOVERNMENT20.wav
david souter,Non,GOVERNMENT,1998,1998_GOVERNMENT21.wav
david souter,Non,FEDERAL,1998,1998_FEDERAL68.wav
david souter,Non,GOVERNMENT,1998,1998_GOVERNMENT22.wav
david souter,Non,GOVERNMENT,1998,1998_GOVERNMENT23.wav
david souter,Non,GOVERNMENT,1998,1998_GOVERNMENT24.wav
david souter,Non,FEDERAL,1998,1998_FEDERAL69.wav
david souter,Non,FEDERAL,1998,1998_FEDERAL70.wav
antonin scalia,Non,ARGUMENT,1998,1998_ARGUMENT24.wav
antonin scalia,Non,ARGUMENT,1998,1998_ARGUMENT25.wav
antonin scalia,Non,GOVERNMENT,1998,1998_GOVERNMENT25.wav
antonin scalia,Non,GOVERNMENT,1998,1998_GOVERNMENT26.wav
antonin scalia,Non,GOVERNMENT,1998,1998_GOVERNMENT27.wav
antonin scalia,Non,CONGRESS,1998,1998_CONGRESS33.wav
antonin scalia,Non,JUSTICE,1998,1998_JUSTICE51.wav
antonin scalia,Non,FEDERAL,1998,1998_FEDERAL71.wav
antonin scalia,Non,GOVERNMENT,1998,1998_GOVERNMENT28.wav
antonin scalia,Non,FEDERAL,1998,1998_FEDERAL72.wav
antonin scalia,Non,GOVERNMENT,1998,1998_GOVERNMENT29.wav
antonin scalia,Non,GOVERNMENT,1998,1998_GOVERNMENT30.wav
antonin scalia,Non,GOVERNMENT,1998,1998_GOVERNMENT31.wav
antonin scalia,Non,FEDERAL,1998,1998_FEDERAL73.wav
antonin scalia,Non,GOVERNMENT,1998,1998_GOVERNMENT32.wav
antonin scalia,Non,GOVERNMENT,1998,1998_GOVERNMENT33.wav
antonin scalia,Non,ARGUMENT,1998,1998_ARGUMENT26.wav
john stevens,0.28797816531883524,CONGRESS,1998,1998_CONGRESS34.wav
john stevens,0.28797816531883524,CONGRESS,1998,1998_CONGRESS35.wav
john stevens,0.28797816531883524,ARGUMENT,1998,1998_ARGUMENT27.wav
john stevens,0.28797816531883524,ARGUMENT,1998,1998_ARGUMENT28.wav
john stevens,0.28797816531883524,CONGRESS,1998,1998_CONGRESS36.wav
john stevens,0.28797816531883524,ARGUMENT,1998,1998_ARGUMENT29.wav
john stevens,0.28797816531883524,CONGRESS,1998,1998_CONGRESS37.wav
john stevens,0.28797816531883524,JUSTICE,1998,1998_JUSTICE52.wav
john stevens,0.28797816531883524,CONGRESS,1998,1998_CONGRESS38.wav
john stevens,0.28797816531883524,CONGRESS,1998,1998_CONGRESS39.wav
john stevens,0.28797816531883524,FEDERAL,1998,1998_FEDERAL74.wav
anthony kennedy,Non,FEDERAL,1998,1998_FEDERAL75.wav
anthony kennedy,Non,FEDERAL,1998,1998_FEDERAL76.wav
anthony kennedy,Non,FEDERAL,1998,1998_FEDERAL77.wav
david todd,0.02082912411450186,JUSTICE,1998,1998_JUSTICE53.wav
david todd,0.02082912411450186,CONGRESS,1998,1998_CONGRESS40.wav
david todd,0.02082912411450186,ISSUE,1998,1998_ISSUE31.wav
david todd,0.02082912411450186,CONGRESS,1998,1998_CONGRESS41.wav
david todd,0.02082912411450186,JUSTICE,1998,1998_JUSTICE54.wav
david todd,0.02082912411450186,CONGRESS,1998,1998_CONGRESS42.wav
david todd,0.02082912411450186,FEDERAL,1998,1998_FEDERAL78.wav
david todd,0.02082912411450186,JUSTICE,1998,1998_JUSTICE55.wav
david todd,0.02082912411450186,CONGRESS,1998,1998_CONGRESS43.wav
david todd,0.02082912411450186,FEDERAL,1998,1998_FEDERAL79.wav
david todd,0.02082912411450186,JUSTICE,1998,1998_JUSTICE56.wav
david todd,0.02082912411450186,CONGRESS,1998,1998_CONGRESS44.wav
david todd,0.02082912411450186,CONGRESS,1998,1998_CONGRESS45.wav
david todd,0.02082912411450186,JUSTICE,1998,1998_JUSTICE57.wav
david todd,0.02082912411450186,CONGRESS,1998,1998_CONGRESS46.wav
david todd,0.02082912411450186,CONGRESS,1998,1998_CONGRESS47.wav
david todd,0.02082912411450186,JUSTICE,1998,1998_JUSTICE58.wav
david todd,0.02082912411450186,JUSTICE,1998,1998_JUSTICE59.wav
david todd,0.02082912411450186,JUSTICE,1998,1998_JUSTICE60.wav
david todd,0.02082912411450186,JUSTICE,1998,1998_JUSTICE61.wav
david todd,0.02082912411450186,JUSTICE,1998,1998_JUSTICE62.wav
david todd,0.02082912411450186,JUSTICE,1998,1998_JUSTICE63.wav
david todd,0.02082912411450186,ISSUE,1998,1998_ISSUE32.wav
david todd,0.02082912411450186,JUSTICE,1998,1998_JUSTICE64.wav
david todd,0.02082912411450186,JUSTICE,1998,1998_JUSTICE65.wav
david todd,0.02082912411450186,JUSTICE,1998,1998_JUSTICE66.wav
david todd,0.02082912411450186,JUSTICE,1998,1998_JUSTICE67.wav
david todd,0.02082912411450186,JUSTICE,1998,1998_JUSTICE68.wav
david todd,0.02082912411450186,JUSTICE,1998,1998_JUSTICE69.wav
seth waxman,0.0,JUSTICE,1998,1998_JUSTICE70.wav
seth waxman,0.0,CONGRESS,1998,1998_CONGRESS48.wav
seth waxman,0.0,FEDERAL,1998,1998_FEDERAL80.wav
seth waxman,0.0,CONGRESS,1998,1998_CONGRESS49.wav
seth waxman,0.0,JUSTICE,1998,1998_JUSTICE71.wav
seth waxman,0.0,CONGRESS,1998,1998_CONGRESS50.wav
seth waxman,0.0,JUSTICE,1998,1998_JUSTICE72.wav
seth waxman,0.0,JUSTICE,1998,1998_JUSTICE73.wav
seth waxman,0.0,JUSTICE,1998,1998_JUSTICE74.wav
seth waxman,0.0,GOVERNMENT,1998,1998_GOVERNMENT34.wav
seth waxman,0.0,GOVERNMENT,1998,1998_GOVERNMENT35.wav
seth waxman,0.0,CONGRESS,1998,1998_CONGRESS51.wav
seth waxman,0.0,FEDERAL,1998,1998_FEDERAL81.wav
seth waxman,0.0,CONGRESS,1998,1998_CONGRESS52.wav
seth waxman,0.0,JUSTICE,1998,1998_JUSTICE75.wav
seth waxman,0.0,ARGUMENT,1998,1998_ARGUMENT30.wav
seth waxman,0.0,ARGUMENT,1998,1998_ARGUMENT31.wav
seth waxman,0.0,GOVERNMENT,1998,1998_GOVERNMENT36.wav
seth waxman,0.0,CONGRESS,1998,1998_CONGRESS53.wav
seth waxman,0.0,JUSTICE,1998,1998_JUSTICE76.wav
seth waxman,0.0,GOVERNMENT,1998,1998_GOVERNMENT37.wav
seth waxman,0.0,GOVERNMENT,1998,1998_GOVERNMENT38.wav
ruth ginsburg,Non,ARGUMENT,1998,1998_ARGUMENT32.wav
ruth ginsburg,Non,CONGRESS,1998,1998_CONGRESS54.wav
ruth ginsburg,Non,ARGUMENT,1998,1998_ARGUMENT33.wav
ruth ginsburg,Non,FEDERAL,1998,1998_FEDERAL82.wav
ruth ginsburg,Non,CONGRESS,1998,1998_CONGRESS55.wav
ruth ginsburg,Non,FEDERAL,1998,1998_FEDERAL83.wav
stephen breyer,Non,ARGUMENT,1998,1998_ARGUMENT34.wav
stephen breyer,Non,CONGRESS,1998,1998_CONGRESS56.wav
stephen breyer,Non,FEDERAL,1998,1998_FEDERAL84.wav
stephen breyer,Non,FEDERAL,1998,1998_FEDERAL85.wav
stephen breyer,Non,FEDERAL,1998,1998_FEDERAL86.wav
stephen breyer,Non,FEDERAL,1998,1998_FEDERAL87.wav
stephen breyer,Non,FEDERAL,1998,1998_FEDERAL88.wav
stephen breyer,Non,FEDERAL,1998,1998_FEDERAL89.wav
stephen breyer,Non,JUSTICE,1998,1998_JUSTICE77.wav
stephen breyer,Non,CONGRESS,1998,1998_CONGRESS57.wav
william rehnquist,Non,ARGUMENT,1998,1998_ARGUMENT35.wav
william rehnquist,Non,CONGRESS,1998,1998_CONGRESS58.wav
william rehnquist,Non,CONGRESS,1998,1998_CONGRESS59.wav
william rehnquist,Non,CONGRESS,1998,1998_CONGRESS60.wav
william rehnquist,Non,CONGRESS,1998,1998_CONGRESS61.wav
